,Address,Price,Bed,Bath,SQFT,Lot Sqft,Description,latitude,longitude,Listing URL,Type of Home,Picture,Street,City,State,Zip Code
299,"4807 Interlachen Ln, Austin, TX 78747","$649,000",3,2,2383,9709,"Welcome to your new home! Settle into this one level, move-in ready home in the charming Onion Creek golf course community. The primary bedroom provides plenty of natural light  &amp;  an extra bay window nook offers space for a sitting area. The primary bathroom is equipped with dual vanities with a sitting area for makeup. Get ready for the day in the roomy shower with two shower heads and built-in shelves. Primary closet is spacious as well!  The dedicated office (or potential 4th bedroom!) is the ideal space for those who work hybrid or from home, complete with built-in adjustable shelving  &amp;  a closet for extra storage. The kitchen is well-equipped with a large center island/breakf",30.377357,-97.663517,https://www.redfin.com/TX/Austin/11501-February-Dr-78753/home/109944561,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_0.jpg,4807 Interlachen Ln, Austin,TX,78747
300,"11312 Long Winter Dr, Austin, TX 78754","$445,000",3,2,2215,9840,"This charming 3-bedroom, 2-bathroom home on a corner lot is brimming with upgrades and custom features. Impeccably maintained, the property showcases stunning custom landscaping, wood floors, and tile throughout. Enjoy the screened porch that opens to a spacious custom patio, perfect for outdoor entertaining. Additional highlights include a storage shed, gas-log fireplace, 42&quot; cabinets. The home also boasts a brand new roof with a 7-year transferable warranty and a new HVAC system with a 5-year transferable warranty. Further enhancing the appeal are upgraded fixtures, plantation shutters, and recessed lighting.",30.1595596,-97.8271958,https://www.redfin.com/TX/Austin/10716-Razil-Ct-78748/home/31979103,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_1_0.jpg,11312 Long Winter Dr, Austin,TX,78754
301,"12912 Appaloosa Chase Dr, Austin, TX 78732","$616,900",3,25,2624,7710,"Discover the charm of this meticulously maintained home nestled in the highly sought-after Steiner Ranch neighborhood. With an inviting open floor plan, soaring high ceilings, and an abundance of natural light, this residence exudes warmth and elegance. The main level features a luxurious primary en suite bedroom, complete with a cozy sitting area and French doors. The primary bathroom offers a jetted tub, separate shower, dual vanities, and an expansive walk-in closet. Culinary enthusiasts will adore the spacious kitchen, which boasts upgraded cabinets, gleaming granite counters, built-in appliances, and a dining area that seamlessly flows into the living space. The main floor also include",30.201341,-97.832725,https://www.redfin.com/TX/Austin/8006-Clydesdale-Dr-78745/home/31763385,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_26_0.jpg,12912 Appaloosa Chase Dr, Austin,TX,78732
302,"6307 Stockman Dr #5, Austin, TX 78747","$494,990",3,35,1985,034,"The Zilker was designed with the modern family in mind. This 3-bedroom, 3.5-bathroom home features 1,818 sq. ft. , and is designed with a handful of luxurious features including a bathroom on each floor and a covered patio. The home&rsquo;s second level is where the family room, kitchen and dining area reside, ideal for spending time with loved ones for hours on end. While the size of each bedroom is impressive, the primary bedroom is one of the most coveted parts of the home, featuring dual sinks and an oversized walk-in closet.",30.2011159,-97.7779428,https://www.redfin.com/TX/Austin/6012-Idlewood-Cv-78745/home/31760308,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_0.jpg,6307 Stockman Dr #5, Austin,TX,78747
303,"1101 Clayton Ln Unit B-208, Austin, TX 78723","$235,000",1,1,632,,"AFORDABLE LUXURY IN A PRIME LOCATION TO UT, DOWNTOWN AND MUELLER DISTRICT! Impeccable remodel of a classic 1960's style apartment building with EVERY bell and whistle possible! Multiple units available sport tile or laminate flooring, high ceilings and Google Fiber. The kitchens are amazing with a top of the line combo washer/dryer, 4 burner gas range with center grill mode, deep farm house sinks, stainless appliances including frig, quartz counters and custom built Shaker style cabinets! The bath boasts 1/2 glass open shower with fully tiled surfaces, quartz counter. All of the plumbing fixtures are top of the line ORB. each room has ceiling fans and can recessed lighting. MULTIPLE UNITS A",30.3821302,-97.8867199,https://www.redfin.com/TX/Austin/4249-Canyon-Glen-Cir-78732/home/31304107,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_1_0.jpg,1101 Clayton Ln Unit B-208, Austin,TX,78723
304,"8110 Ranch Road 2222 #36, Austin, TX 78730","$780,000",3,25,2133,027,"Lovingly referred to as The Treehouse, this immaculate free standing condo beckons the most discerning buyer. Hundreds of acres of the Balcones Canyonland cradle this contemporary dream home with countless high end features. In addition, the convenient location and serenity seamlessly merge in this award winning community. Once inside, the open layout and walls of windows create the perfect backdrop for living, lounging and entertaining. The spacious kitchen, adjacent bar, and dining area are large enough to accommodate a sizable dinner party while also lending itself to a cozy dinner for two. The first of two covered balconies overlooks the private, low maintenance backyard and further ext",30.336229,-97.722894,https://www.redfin.com/TX/Austin/1000-Ruth-Ave-78757/unit-B/home/31467854,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_24_0.jpg,8110 Ranch Road 2222 #36, Austin,TX,78730
305,"6307 Stockman Dr #4, Austin, TX 78747","$507,990",3,35,2050,034,"The Bullock is a unique 3-bedroom, 3.5-bathroom home spanning 2,050 sq. ft. This 3-story home includes a luxe kitchen and dining area, with direct access to the spacious living room. Ideal for families, this home is the perfect backdrop to make memories with a bedroom and full bath on the main level, in addition to a transformative flex space. If a dedicated outdoor space is a must-have in your future home, you&rsquo;ll love this floor plan which has a second-floor deck to enjoy delicious meals al fresco. The third floor is where two of three bedrooms reside, including the primary suite which boasts double sinks and an impressive walk-in shower with a bench. A 2-car garage is located at the",30.1702058,-97.9927632,https://www.redfin.com/TX/Austin/116-Dry-Creek-Rd-78737/home/33742423,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_1.jpg,6307 Stockman Dr #4, Austin,TX,78747
306,"702 Kinney Ave, Austin, TX 78704","$3,697,000",5,35,3758,024,"Newcastle Homes commissioned Barley Pfeiffer Architecture to create a contemporary home - a high performing urban oasis - that maximizes indoor and outdoor space. Positioned to profit from prevailing breezes, the home utilizes smart window placement and solar shading patterns. The home is set at the rear of an oversized lot to preserve maximum green space and magnificent heritage tree views, creating a private sanctuary away from the street. The covered patio provides a true indoor-outdoor experience with a massive four-panel sliding door uniting the interior and exterior living spaces. This wall of glass faces east and is shaded by the overhang of the patio, flooding the main living area w",30.14106,-97.7787071,https://www.redfin.com/TX/Austin/4807-Interlachen-Ln-78747/home/31985659,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_1_1.jpg,702 Kinney Ave, Austin,TX,78704
307,"6307 Stockman Dr #2, Austin, TX 78747","$551,990",3,3,2588,,"The Congress is a 3-bedroom home with 2 full and 2 half baths, spanning 2,588 sq. ft. This coveted 3-story floor plan is filled with ideal features like an open-concept living space which showcases the home&rsquo;s luxe kitchen and oversized family room. Travel upstairs to the primary suite which boasts a spa-like bathroom and spacious walk-in closet for all your storage needs. On the third level of the home, an oversized flex room or an additional bedroom would be accessible at all times.",30.3727994,-97.6504884,https://www.redfin.com/TX/Austin/11312-Long-Winter-Dr-78754/home/31017674,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_38_1.jpg,6307 Stockman Dr #2, Austin,TX,78747
308,"1315 W 9th St Unit B, Austin, TX 78703","$3,800,000",3,3,3003,4146,"BUILDER FINANCING INCENTIVE! Architectural Marvel designed by legendary Dick Clark + Associates, Built by Vinson Radke Homes. Unique 2 unit development boasts high-end finishes throughout, creating an atmosphere of luxury  &amp;  sophistication. Perfect for the Downtown Condo Buyer in search of more privacy without compromising location or luxury. Upon entering, one is greeted by an open  &amp;  spacious floor plan that seamlessly connects the living, dining, &amp;  kitchen areas. Floor-to-ceiling windows flood the space with natural light, creating a bright and inviting ambiance. Landscaping in works with Buyer option for turf grass or IPE Deck to create a seamless indoor/outdoor transitio",30.3639641,-97.9043924,https://www.redfin.com/TX/Austin/12912-Appaloosa-Chase-Dr-78732/home/30995318,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_0.jpg,1315 W 9th St Unit B, Austin,TX,78703
310,"7007 Carwill Dr, Austin, TX 78724","$365,000",4,2,1190,6751,"Welcome to this newly renovated 4-bedroom, 2-bathroom home in Colony Park that maximizes space. With easy access to Highways 183 and 290, this home puts all of Austin at your fingertips. Step inside and be immediately greeted by the open floor plan and natural light. New porcelain tile floors flow throughout, leading you to the heart of the home - a spacious kitchen featuring quartz countertops, a tasteful backsplash, and an accent rock wall around the large kitchen island. The thoughtful layout separates the primary bedroom from the other three for privacy. Both bathrooms have been completely remodeled, and the casita in the backyard provides extra space for an office or relaxation. If you",30.3179083,-97.7022681,https://www.redfin.com/TX/Austin/1101-Clayton-Ln-78723/unit-B-208/home/191197852,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_28_0.jpg,7007 Carwill Dr, Austin,TX,78724
311,"3817 Threadgill Ave, Austin, TX 78723","$649,000",2,25,1502,,"This community is directly across the street to the Southwest Greenway with natural trails and a lake. 3817 Threadgill offers natural gas for heating and cooking, 8 foot doors throughout the home, pre-wired surround sound, radiant barrier in the attic to keep the Texas heat out, spray foam in all ceilings and attic, luxurious master suite with large walk in shower, light and bright large windows and doors throughout, tankless water heater, chef inspired kitchen , wood flooring, quartz counters, modern cabinetry, Hansgrohe plumbing fixtures, full security system, Lennox 16+ SEER quiet dual speed AC with zone damper, Bosch luxury appliances, 11 foot ceilings, 2 car garage, smart home automati",30.3818952,-97.8061568,https://www.redfin.com/TX/Austin/8110-Ranch-Road-2222-78730/unit-36/home/31123631,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1.jpg,3817 Threadgill Ave, Austin,TX,78723
312,"6412 Cowman Way, Austin, TX 78747","$563,677",4,35,2261,,"This 5-bedroom, 4-bathroom home spans 2,261 sq. ft. with the optional 1 bedroom `1 bath CASITA over garage Making the total bedroom count to 5. The Gruene is designed with several luxe features including a kitchen nook leading to a veranda &mdash; ideal for outdoor dining. On the main floor of this 2-story home, you&rsquo;ll find the open-concept kitchen, dining area and living room perfectly positioned to entertain, in addition to one of the home&rsquo;s four spacious bedrooms. Upstairs is where the home&rsquo;s three remaining bedrooms can be found, including the primary suite which boasts an oversized walk-in closet and spa-like ensuite for ultimate relaxation. *  * 4.99% Fixed Rate fina",30.144657,-97.752891,https://www.redfin.com/TX/Austin/6307-Stockman-DR-78747/unit-4/home/188400364,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1_1.jpg,6412 Cowman Way, Austin,TX,78747
